clip_id,session_id,driver,lap,filename,label,annotator,notes
2023-sao-paulo-r-SAR-171649,2023-sao-paulo-r,SAR,2,2023-sao-paulo-r-SAR-171649.mp3,Tired,,2023-11-05T17:17:12.1586097Z
2023-sao-paulo-r-RIC-172303,2023-sao-paulo-r,RIC,1,2023-sao-paulo-r-RIC-172303.mp3,Stressed,,2023-11-05T17:23:55.027Z
2023-sao-paulo-r-GAS-172405,2023-sao-paulo-r,GAS,2,2023-sao-paulo-r-GAS-172405.mp3,Calm,,2023-11-05T17:25:03.057Z
2023-sao-paulo-r-PER-172732,2023-sao-paulo-r,PER,2,2023-sao-paulo-r-PER-172732.mp3,Calm,,2023-11-05T17:27:50.384Z
2023-sao-paulo-r-RIC-172959,2023-sao-paulo-r,RIC,1,2023-sao-paulo-r-RIC-172959.mp3,Calm,,2023-11-05T17:30:39.225Z
2023-sao-paulo-r-BOT-173907,2023-sao-paulo-r,BOT,8,2023-sao-paulo-r-BOT-173907.mp3,Calm,,2023-11-05T17:39:36.86Z
2023-sao-paulo-r-RUS-174144,2023-sao-paulo-r,RUS,10,2023-sao-paulo-r-RUS-174144.mp3,Stressed,,2023-11-05T17:41:51.702Z
2023-sao-paulo-r-VER-174357,2023-sao-paulo-r,VER,11,2023-sao-paulo-r-VER-174357.mp3,Stressed,,2023-11-05T17:44:06.716Z
2023-sao-paulo-r-ALO-174526,2023-sao-paulo-r,ALO,13,2023-sao-paulo-r-ALO-174526.mp3,Calm,,2023-11-05T17:45:47.793Z
2023-sao-paulo-r-RUS-174651,2023-sao-paulo-r,RUS,13,2023-sao-paulo-r-RUS-174651.mp3,Tired,,2023-11-05T17:46:57.167Z
2023-sao-paulo-r-RUS-174721,2023-sao-paulo-r,RUS,14,2023-sao-paulo-r-RUS-174721.mp3,Stressed,,2023-11-05T17:48:03.2867604Z
2023-sao-paulo-r-RUS-174933,2023-sao-paulo-r,RUS,16,2023-sao-paulo-r-RUS-174933.mp3,Stressed,,2023-11-05T17:50:17.931Z
2023-sao-paulo-r-RIC-175203,2023-sao-paulo-r,RIC,17,2023-sao-paulo-r-RIC-175203.mp3,Stressed,,2023-11-05T17:52:33.132Z
2023-sao-paulo-r-NOR-175356,2023-sao-paulo-r,NOR,20,2023-sao-paulo-r-NOR-175356.mp3,Calm,,2023-11-05T17:54:48.506Z
2023-sao-paulo-r-HAM-175533,2023-sao-paulo-r,HAM,20,2023-sao-paulo-r-HAM-175533.mp3,Stressed,,2023-11-05T17:55:54.6270758Z
2023-sao-paulo-r-ALO-175732,2023-sao-paulo-r,ALO,22,2023-sao-paulo-r-ALO-175732.mp3,Calm,,2023-11-05T17:58:09.753Z
2023-sao-paulo-r-VER-175745,2023-sao-paulo-r,VER,22,2023-sao-paulo-r-VER-175745.mp3,Stressed,,2023-11-05T17:58:09.847Z
2023-sao-paulo-r-PER-175742,2023-sao-paulo-r,PER,22,2023-sao-paulo-r-PER-175742.mp3,Stressed,,2023-11-05T17:58:10.222Z
2023-sao-paulo-r-PIA-175807,2023-sao-paulo-r,PIA,21,2023-sao-paulo-r-PIA-175807.mp3,Calm,,2023-11-05T17:58:44.2869556Z
2023-sao-paulo-r-PIA-180042,2023-sao-paulo-r,PIA,23,2023-sao-paulo-r-PIA-180042.mp3,Calm,,2023-11-05T18:00:59.564Z
2023-sao-paulo-r-HUL-180928,2023-sao-paulo-r,HUL,31,2023-sao-paulo-r-HUL-180928.mp3,Tired,,2023-11-05T18:09:56.745Z
2023-sao-paulo-r-RUS-181113,2023-sao-paulo-r,RUS,33,2023-sao-paulo-r-RUS-181113.mp3,Tired,,2023-11-05T18:11:38.228Z
2023-sao-paulo-r-HAM-181327,2023-sao-paulo-r,HAM,34,2023-sao-paulo-r-HAM-181327.mp3,Calm,,2023-11-05T18:13:53.102Z
2023-sao-paulo-r-TSU-182217,2023-sao-paulo-r,TSU,41,2023-sao-paulo-r-TSU-182217.mp3,Stressed,,2023-11-05T18:22:50.424Z
2023-sao-paulo-r-ALO-182555,2023-sao-paulo-r,ALO,44,2023-sao-paulo-r-ALO-182555.mp3,Tired,,2023-11-05T18:26:12.89Z
2023-sao-paulo-r-STR-182643,2023-sao-paulo-r,STR,45,2023-sao-paulo-r-STR-182643.mp3,Tired,,2023-11-05T18:27:20.467Z
2023-sao-paulo-r-GAS-182708,2023-sao-paulo-r,GAS,45,2023-sao-paulo-r-GAS-182708.mp3,Calm,,2023-11-05T18:27:55.576Z
2023-sao-paulo-r-HAM-182740,2023-sao-paulo-r,HAM,46,2023-sao-paulo-r-HAM-182740.mp3,Stressed,,2023-11-05T18:28:28.467Z
2023-sao-paulo-r-HAM-182857,2023-sao-paulo-r,HAM,47,2023-sao-paulo-r-HAM-182857.mp3,Calm,,2023-11-05T18:29:36.638Z
2023-sao-paulo-r-RUS-183017,2023-sao-paulo-r,RUS,47,2023-sao-paulo-r-RUS-183017.mp3,Calm,,2023-11-05T18:30:46.074Z
2023-sao-paulo-r-TSU-183052,2023-sao-paulo-r,TSU,48,2023-sao-paulo-r-TSU-183052.mp3,Tired,,2023-11-05T18:31:19.058Z
2023-sao-paulo-r-HAM-183108,2023-sao-paulo-r,HAM,48,2023-sao-paulo-r-HAM-183108.mp3,Calm,,2023-11-05T18:31:53.23Z
2023-sao-paulo-r-HAM-183412,2023-sao-paulo-r,HAM,50,2023-sao-paulo-r-HAM-183412.mp3,Stressed,,2023-11-05T18:34:41.79Z
2023-sao-paulo-r-GAS-183457,2023-sao-paulo-r,GAS,51,2023-sao-paulo-r-GAS-183457.mp3,Calm,,2023-11-05T18:35:16.868Z
2023-sao-paulo-r-VER-183640,2023-sao-paulo-r,VER,53,2023-sao-paulo-r-VER-183640.mp3,Stressed,,2023-11-05T18:36:57.6145769Z
2023-sao-paulo-r-RUS-183721,2023-sao-paulo-r,RUS,53,2023-sao-paulo-r-RUS-183721.mp3,Stressed,,2023-11-05T18:37:32.273Z
2023-sao-paulo-r-OCO-183802,2023-sao-paulo-r,OCO,53,2023-sao-paulo-r-OCO-183802.mp3,Tired,,2023-11-05T18:38:39.647Z
2023-sao-paulo-r-PIA-183935,2023-sao-paulo-r,PIA,53,2023-sao-paulo-r-PIA-183935.mp3,Calm,,2023-11-05T18:39:47.693Z
2023-sao-paulo-r-SAI-184011,2023-sao-paulo-r,SAI,55,2023-sao-paulo-r-SAI-184011.mp3,Tired,,2023-11-05T18:40:22.802Z
2023-sao-paulo-r-VER-184232,2023-sao-paulo-r,VER,58,2023-sao-paulo-r-VER-184232.mp3,Calm,,2023-11-05T18:43:08.769Z
2023-sao-paulo-r-RUS-184335,2023-sao-paulo-r,RUS,57,2023-sao-paulo-r-RUS-184335.mp3,Tired,,2023-11-05T18:43:43.378Z
2023-sao-paulo-r-HAM-184621,2023-sao-paulo-r,HAM,60,2023-sao-paulo-r-HAM-184621.mp3,Calm,,2023-11-05T18:47:04.61Z
2023-sao-paulo-r-HAM-184736,2023-sao-paulo-r,HAM,61,2023-sao-paulo-r-HAM-184736.mp3,Tired,,2023-11-05T18:48:13.906Z
2023-sao-paulo-r-SAR-184955,2023-sao-paulo-r,SAR,62,2023-sao-paulo-r-SAR-184955.mp3,Stressed,,2023-11-05T18:50:27.014Z
2023-sao-paulo-r-SAI-185719,2023-sao-paulo-r,SAI,69,2023-sao-paulo-r-SAI-185719.mp3,Tired,,2023-11-05T18:57:42.993Z
2023-sao-paulo-r-SAI-185928,2023-sao-paulo-r,SAI,71,2023-sao-paulo-r-SAI-185928.mp3,Calm,,2023-11-05T18:59:57.57Z
2023-sao-paulo-r-ALO-190042,2023-sao-paulo-r,ALO,71,2023-sao-paulo-r-ALO-190042.mp3,Tired,,2023-11-05T19:01:05.585Z
2023-sao-paulo-r-VER-190158,2023-sao-paulo-r,VER,71,2023-sao-paulo-r-VER-190158.mp3,Calm,,2023-11-05T19:02:47.084Z
2023-sao-paulo-r-ALO-190444,2023-sao-paulo-r,ALO,71,2023-sao-paulo-r-ALO-190444.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-NOR-190520,2023-sao-paulo-r,NOR,71,2023-sao-paulo-r-NOR-190520.mp3,Stressed,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-PER-190910,2023-sao-paulo-r,PER,71,2023-sao-paulo-r-PER-190910.mp3,Calm,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-GAS-191028,2023-sao-paulo-r,GAS,71,2023-sao-paulo-r-GAS-191028.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-SAR-191108,2023-sao-paulo-r,SAR,70,2023-sao-paulo-r-SAR-191108.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-TSU-191124,2023-sao-paulo-r,TSU,71,2023-sao-paulo-r-TSU-191124.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-RIC-191140,2023-sao-paulo-r,RIC,70,2023-sao-paulo-r-RIC-191140.mp3,Calm,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-STR-191201,2023-sao-paulo-r,STR,71,2023-sao-paulo-r-STR-191201.mp3,Stressed,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-HUL-191216,2023-sao-paulo-r,HUL,70,2023-sao-paulo-r-HUL-191216.mp3,Calm,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-HAM-191140,2023-sao-paulo-r,HAM,71,2023-sao-paulo-r-HAM-191140.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-PIA-191334,2023-sao-paulo-r,PIA,69,2023-sao-paulo-r-PIA-191334.mp3,Tired,,2023-11-05T19:04:12.848Z
2023-sao-paulo-r-OCO-191408,2023-sao-paulo-r,OCO,70,2023-sao-paulo-r-OCO-191408.mp3,Calm,,2023-11-05T19:04:12.848Z
2024-monaco-r-PIA-171518,2024-monaco-r,PIA,,2024-monaco-r-PIA-171518.mp3,Stressed,,2024-05-26T12:15:25.71Z
2024-monaco-r-NOR-141522,2024-monaco-r,NOR,,2024-monaco-r-NOR-141522.mp3,Stressed,,2024-05-26T12:15:25.8662788Z
2024-monaco-r-ALO-142258,2024-monaco-r,ALO,,2024-monaco-r-ALO-142258.mp3,Stressed,,2024-05-26T12:23:18.488Z
2024-monaco-r-RUS-142313,2024-monaco-r,RUS,,2024-monaco-r-RUS-142313.mp3,Tired,,2024-05-26T12:23:20.685Z
2024-monaco-r-HUL-150950,2024-monaco-r,HUL,1,2024-monaco-r-HUL-150950.mp3,Tired,,2024-05-26T13:10:31.6502813Z
2024-monaco-r-GAS-151355,2024-monaco-r,GAS,1,2024-monaco-r-GAS-151355.mp3,Stressed,,2024-05-26T13:14:30.005Z
2024-monaco-r-HAM-153115,2024-monaco-r,HAM,1,2024-monaco-r-HAM-153115.mp3,Tired,,2024-05-26T13:31:53.245Z
2024-monaco-r-LEC-153341,2024-monaco-r,LEC,1,2024-monaco-r-LEC-153341.mp3,Tired,,2024-05-26T13:34:08.648Z
2024-monaco-r-PIA-153355,2024-monaco-r,PIA,1,2024-monaco-r-PIA-153355.mp3,Calm,,2024-05-26T13:34:43.721Z
2024-monaco-r-NOR-153418,2024-monaco-r,NOR,1,2024-monaco-r-NOR-153418.mp3,Stressed,,2024-05-26T13:34:43.721Z
2024-monaco-r-BOT-153513,2024-monaco-r,BOT,1,2024-monaco-r-BOT-153513.mp3,Tired,,2024-05-26T13:35:50.6493563Z
2024-monaco-r-NOR-154615,2024-monaco-r,NOR,2,2024-monaco-r-NOR-154615.mp3,Calm,,2024-05-26T13:46:30.77Z
2024-monaco-r-RUS-155148,2024-monaco-r,RUS,6,2024-monaco-r-RUS-155148.mp3,Calm,,2024-05-26T13:52:08.879Z
2024-monaco-r-PIA-155317,2024-monaco-r,PIA,7,2024-monaco-r-PIA-155317.mp3,Calm,,2024-05-26T13:53:52.066Z
2024-monaco-r-RUS-155400,2024-monaco-r,RUS,8,2024-monaco-r-RUS-155400.mp3,Stressed,,2024-05-26T13:54:25.002Z
2024-monaco-r-VER-155814,2024-monaco-r,VER,11,2024-monaco-r-VER-155814.mp3,Calm,,2024-05-26T13:58:55.583Z
2024-monaco-r-RUS-155929,2024-monaco-r,RUS,12,2024-monaco-r-RUS-155929.mp3,Stressed,,2024-05-26T14:00:03.633Z
2024-monaco-r-SAI-160709,2024-monaco-r,SAI,18,2024-monaco-r-SAI-160709.mp3,Tired,,2024-05-26T14:07:22.221Z
2024-monaco-r-NOR-162223,2024-monaco-r,NOR,29,2024-monaco-r-NOR-162223.mp3,Calm,,2024-05-26T14:22:37.143Z
2024-monaco-r-NOR-162413,2024-monaco-r,NOR,31,2024-monaco-r-NOR-162413.mp3,Calm,,2024-05-26T14:24:52.581Z
2024-monaco-r-SAI-162811,2024-monaco-r,SAI,34,2024-monaco-r-SAI-162811.mp3,Tired,,2024-05-26T14:28:49.757Z
2024-monaco-r-PIA-162958,2024-monaco-r,PIA,35,2024-monaco-r-PIA-162958.mp3,Tired,,2024-05-26T14:30:33.636Z
2024-monaco-r-LEC-163528,2024-monaco-r,LEC,39,2024-monaco-r-LEC-163528.mp3,Calm,,2024-05-26T14:36:10.0509227Z
2024-monaco-r-PIA-163651,2024-monaco-r,PIA,40,2024-monaco-r-PIA-163651.mp3,Tired,,2024-05-26T14:37:19.767Z
2024-monaco-r-NOR-164205,2024-monaco-r,NOR,44,2024-monaco-r-NOR-164205.mp3,Calm,,2024-05-26T14:42:22.291Z
2024-monaco-r-SAI-164323,2024-monaco-r,SAI,45,2024-monaco-r-SAI-164323.mp3,Calm,,2024-05-26T14:44:03.7299616Z
2024-monaco-r-LEC-164652,2024-monaco-r,LEC,48,2024-monaco-r-LEC-164652.mp3,Tired,,2024-05-26T14:47:27.087Z
2024-monaco-r-NOR-164746,2024-monaco-r,NOR,49,2024-monaco-r-NOR-164746.mp3,Tired,,2024-05-26T14:48:36.733Z
2024-monaco-r-HAM-165451,2024-monaco-r,HAM,54,2024-monaco-r-HAM-165451.mp3,Tired,,2024-05-26T14:55:20.795Z
2024-monaco-r-SAI-170135,2024-monaco-r,SAI,59,2024-monaco-r-SAI-170135.mp3,Calm,,2024-05-26T15:02:04.924Z
2024-monaco-r-VER-170259,2024-monaco-r,VER,60,2024-monaco-r-VER-170259.mp3,Stressed,,2024-05-26T15:03:14.548Z
2024-monaco-r-TSU-171021,2024-monaco-r,TSU,65,2024-monaco-r-TSU-171021.mp3,Tired,,2024-05-26T15:10:32.7422136Z
2024-monaco-r-LEC-172039,2024-monaco-r,LEC,74,2024-monaco-r-LEC-172039.mp3,Calm,,2024-05-26T15:21:15.115Z
2024-monaco-r-LEC-172728,2024-monaco-r,LEC,78,2024-monaco-r-LEC-172728.mp3,Stressed,,2024-05-26T15:27:59.503Z
2024-monaco-r-LEC-172844,2024-monaco-r,LEC,78,2024-monaco-r-LEC-172844.mp3,Tired,,2024-05-26T15:28:19.559Z
2024-monaco-r-NOR-173036,2024-monaco-r,NOR,78,2024-monaco-r-NOR-173036.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-PIA-173226,2024-monaco-r,PIA,78,2024-monaco-r-PIA-173226.mp3,Stressed,,2024-05-26T15:28:19.559Z
2024-monaco-r-SAI-173242,2024-monaco-r,SAI,78,2024-monaco-r-SAI-173242.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-BOT-173235,2024-monaco-r,BOT,76,2024-monaco-r-BOT-173235.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-NOR-173258,2024-monaco-r,NOR,78,2024-monaco-r-NOR-173258.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-TSU-173330,2024-monaco-r,TSU,77,2024-monaco-r-TSU-173330.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-RUS-173325,2024-monaco-r,RUS,78,2024-monaco-r-RUS-173325.mp3,Stressed,,2024-05-26T15:28:19.559Z
2024-monaco-r-HAM-173445,2024-monaco-r,HAM,78,2024-monaco-r-HAM-173445.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-VER-173453,2024-monaco-r,VER,78,2024-monaco-r-VER-173453.mp3,Tired,,2024-05-26T15:28:19.559Z
2024-monaco-r-VER-173519,2024-monaco-r,VER,78,2024-monaco-r-VER-173519.mp3,Tired,,2024-05-26T15:28:19.559Z
2024-monaco-r-SAR-173516,2024-monaco-r,SAR,76,2024-monaco-r-SAR-173516.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-ALB-173612,2024-monaco-r,ALB,77,2024-monaco-r-ALB-173612.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-ALO-173650,2024-monaco-r,ALO,76,2024-monaco-r-ALO-173650.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-STR-173700,2024-monaco-r,STR,76,2024-monaco-r-STR-173700.mp3,Calm,,2024-05-26T15:28:19.559Z
2024-monaco-r-GAS-173749,2024-monaco-r,GAS,77,2024-monaco-r-GAS-173749.mp3,Stressed,,2024-05-26T15:28:19.559Z
2023-bahrain-r-MAG-141949,2023-bahrain-r,MAG,,2023-bahrain-r-MAG-141949.mp3,Calm,,2023-03-05T14:20:25.563Z
2023-bahrain-r-PER-142737,2023-bahrain-r,PER,,2023-bahrain-r-PER-142737.mp3,Tired,,2023-03-05T14:28:08.211Z
2023-bahrain-r-MAG-145820,2023-bahrain-r,MAG,,2023-bahrain-r-MAG-145820.mp3,Tired,,2023-03-05T14:58:31.7697978Z
2023-bahrain-r-HUL-145953,2023-bahrain-r,HUL,,2023-bahrain-r-HUL-145953.mp3,Stressed,,2023-03-05T15:00:11.957Z
2023-bahrain-r-SAR-150237,2023-bahrain-r,SAR,,2023-bahrain-r-SAR-150237.mp3,Calm,,2023-03-05T15:02:58.2510788Z
2023-bahrain-r-HUL-150739,2023-bahrain-r,HUL,3,2023-bahrain-r-HUL-150739.mp3,Tired,,2023-03-05T15:07:58.261Z
2023-bahrain-r-PER-150827,2023-bahrain-r,PER,4,2023-bahrain-r-PER-150827.mp3,Tired,,2023-03-05T15:09:04.8859816Z
2023-bahrain-r-HUL-151055,2023-bahrain-r,HUL,5,2023-bahrain-r-HUL-151055.mp3,Stressed,,2023-03-05T15:11:18.835Z
2023-bahrain-r-BOT-151456,2023-bahrain-r,BOT,7,2023-bahrain-r-BOT-151456.mp3,Tired,,2023-03-05T15:15:11.487Z
2023-bahrain-r-NOR-151548,2023-bahrain-r,NOR,8,2023-bahrain-r-NOR-151548.mp3,Calm,,2023-03-05T15:16:18.377Z
2023-bahrain-r-ALB-151555,2023-bahrain-r,ALB,8,2023-bahrain-r-ALB-151555.mp3,Calm,,2023-03-05T15:16:20.877Z
2023-bahrain-r-HUL-151611,2023-bahrain-r,HUL,8,2023-bahrain-r-HUL-151611.mp3,Stressed,,2023-03-05T15:16:53.032Z
2023-bahrain-r-HAM-151725,2023-bahrain-r,HAM,9,2023-bahrain-r-HAM-151725.mp3,Calm,,2023-03-05T15:18:01.187Z
2023-bahrain-r-VER-151829,2023-bahrain-r,VER,10,2023-bahrain-r-VER-151829.mp3,Stressed,,2023-03-05T15:19:06.8939905Z
2023-bahrain-r-ZHO-151859,2023-bahrain-r,ZHO,10,2023-bahrain-r-ZHO-151859.mp3,Stressed,,2023-03-05T15:19:07.171Z
2023-bahrain-r-VER-151925,2023-bahrain-r,VER,10,2023-bahrain-r-VER-151925.mp3,Calm,,2023-03-05T15:19:41.467Z
2023-bahrain-r-HUL-152101,2023-bahrain-r,HUL,11,2023-bahrain-r-HUL-152101.mp3,Tired,,2023-03-05T15:21:21.778Z
2023-bahrain-r-STR-152227,2023-bahrain-r,STR,12,2023-bahrain-r-STR-152227.mp3,Stressed,,2023-03-05T15:23:02.088Z
2023-bahrain-r-SAI-152246,2023-bahrain-r,SAI,12,2023-bahrain-r-SAI-152246.mp3,Calm,,2023-03-05T15:23:02.088Z
2023-bahrain-r-ALO-152529,2023-bahrain-r,ALO,14,2023-bahrain-r-ALO-152529.mp3,Stressed,,2023-03-05T15:25:47.523Z
2023-bahrain-r-HUL-152700,2023-bahrain-r,HUL,14,2023-bahrain-r-HUL-152700.mp3,Stressed,,2023-03-05T15:27:27.865Z
2023-bahrain-r-PIA-152844,2023-bahrain-r,PIA,13,2023-bahrain-r-PIA-152844.mp3,Calm,,2023-03-05T15:29:08.5257245Z
2023-bahrain-r-ALB-152947,2023-bahrain-r,ALB,16,2023-bahrain-r-ALB-152947.mp3,Stressed,,2023-03-05T15:30:15.377Z
2023-bahrain-r-TSU-153021,2023-bahrain-r,TSU,16,2023-bahrain-r-TSU-153021.mp3,Stressed,,2023-03-05T15:30:49.267Z
2023-bahrain-r-TSU-153246,2023-bahrain-r,TSU,18,2023-bahrain-r-TSU-153246.mp3,Stressed,,2023-03-05T15:33:04.624Z
2023-bahrain-r-BOT-153449,2023-bahrain-r,BOT,19,2023-bahrain-r-BOT-153449.mp3,Tired,,2023-03-05T15:35:17.372Z
2023-bahrain-r-MAG-153511,2023-bahrain-r,MAG,19,2023-bahrain-r-MAG-153511.mp3,Calm,,2023-03-05T15:35:51.215Z
2023-bahrain-r-VER-153512,2023-bahrain-r,VER,20,2023-bahrain-r-VER-153512.mp3,Calm,,2023-03-05T15:35:51.622Z
2023-bahrain-r-NOR-153524,2023-bahrain-r,NOR,19,2023-bahrain-r-NOR-153524.mp3,Tired,,2023-03-05T15:35:51.996Z
2023-bahrain-r-HUL-153709,2023-bahrain-r,HUL,20,2023-bahrain-r-HUL-153709.mp3,Calm,,2023-03-05T15:37:32.354Z
2023-bahrain-r-TSU-153903,2023-bahrain-r,TSU,22,2023-bahrain-r-TSU-153903.mp3,Stressed,,2023-03-05T15:39:11.821Z
2023-bahrain-r-MAG-154004,2023-bahrain-r,MAG,22,2023-bahrain-r-MAG-154004.mp3,Tired,,2023-03-05T15:40:20.851Z
2023-bahrain-r-VER-154159,2023-bahrain-r,VER,24,2023-bahrain-r-VER-154159.mp3,Stressed,,2023-03-05T15:42:32.223Z
2023-bahrain-r-LEC-154208,2023-bahrain-r,LEC,24,2023-bahrain-r-LEC-154208.mp3,Tired,,2023-03-05T15:42:32.645Z
2023-bahrain-r-OCO-154224,2023-bahrain-r,OCO,23,2023-bahrain-r-OCO-154224.mp3,,,2023-03-05T15:42:32.7785668Z
2023-bahrain-r-SAI-154226,2023-bahrain-r,SAI,24,2023-bahrain-r-SAI-154226.mp3,Calm,,2023-03-05T15:42:32.989Z
2023-bahrain-r-OCO-154227,2023-bahrain-r,OCO,23,2023-bahrain-r-OCO-154227.mp3,Tired,,2023-03-05T15:42:33.036Z
2023-bahrain-r-LEC-154229,2023-bahrain-r,LEC,24,2023-bahrain-r-LEC-154229.mp3,Calm,,2023-03-05T15:42:33.1785071Z
2023-bahrain-r-GAS-154231,2023-bahrain-r,GAS,24,2023-bahrain-r-GAS-154231.mp3,Calm,,2023-03-05T15:42:33.286Z
2023-bahrain-r-OCO-154233,2023-bahrain-r,OCO,24,2023-bahrain-r-OCO-154233.mp3,Tired,,2023-03-05T15:43:07.629Z
2023-bahrain-r-ZHO-154237,2023-bahrain-r,ZHO,24,2023-bahrain-r-ZHO-154237.mp3,Stressed,,2023-03-05T15:43:08.02Z
2023-bahrain-r-ZHO-154252,2023-bahrain-r,ZHO,24,2023-bahrain-r-ZHO-154252.mp3,Stressed,,2023-03-05T15:43:08.176Z
2023-bahrain-r-ALO-154411,2023-bahrain-r,ALO,25,2023-bahrain-r-ALO-154411.mp3,Stressed,,2023-03-05T15:44:48.924Z
2023-bahrain-r-LEC-154746,2023-bahrain-r,LEC,27,2023-bahrain-r-LEC-154746.mp3,Stressed,,2023-03-05T15:48:09.311Z
2023-bahrain-r-HUL-154950,2023-bahrain-r,HUL,28,2023-bahrain-r-HUL-154950.mp3,Calm,,2023-03-05T15:50:22.605Z
2023-bahrain-r-VER-155007,2023-bahrain-r,VER,29,2023-bahrain-r-VER-155007.mp3,Stressed,,2023-03-05T15:50:57.699Z
2023-bahrain-r-PER-155033,2023-bahrain-r,PER,29,2023-bahrain-r-PER-155033.mp3,Calm,,2023-03-05T15:50:57.699Z
2023-bahrain-r-LEC-155040,2023-bahrain-r,LEC,29,2023-bahrain-r-LEC-155040.mp3,Calm,,2023-03-05T15:50:57.699Z
2023-bahrain-r-HAM-155041,2023-bahrain-r,HAM,29,2023-bahrain-r-HAM-155041.mp3,Tired,,2023-03-05T15:50:57.699Z
2023-bahrain-r-PER-155209,2023-bahrain-r,PER,30,2023-bahrain-r-PER-155209.mp3,Calm,,2023-03-05T15:52:37.931Z
2023-bahrain-r-PER-155215,2023-bahrain-r,PER,30,2023-bahrain-r-PER-155215.mp3,Tired,,2023-03-05T15:52:37.931Z
2023-bahrain-r-ALB-155216,2023-bahrain-r,ALB,29,2023-bahrain-r-ALB-155216.mp3,Calm,,2023-03-05T15:52:37.931Z
2023-bahrain-r-HAM-155328,2023-bahrain-r,HAM,31,2023-bahrain-r-HAM-155328.mp3,Tired,,2023-03-05T15:54:18.257Z
2023-bahrain-r-STR-155420,2023-bahrain-r,STR,31,2023-bahrain-r-STR-155420.mp3,Tired,,2023-03-05T15:54:53.351Z
2023-bahrain-r-RUS-155430,2023-bahrain-r,RUS,31,2023-bahrain-r-RUS-155430.mp3,Calm,,2023-03-05T15:54:53.351Z
2023-bahrain-r-ZHO-155524,2023-bahrain-r,ZHO,32,2023-bahrain-r-ZHO-155524.mp3,Stressed,,2023-03-05T15:55:59.084Z
2023-bahrain-r-OCO-155746,2023-bahrain-r,OCO,33,2023-bahrain-r-OCO-155746.mp3,Tired,,2023-03-05T15:58:13.769Z
2023-bahrain-r-NOR-160632,2023-bahrain-r,NOR,38,2023-bahrain-r-NOR-160632.mp3,Calm,,2023-03-05T16:07:05.681Z
2023-bahrain-r-ALO-160629,2023-bahrain-r,ALO,39,2023-bahrain-r-ALO-160629.mp3,Tired,,2023-03-05T16:07:06.087Z
2023-bahrain-r-OCO-160907,2023-bahrain-r,OCO,39,2023-bahrain-r-OCO-160907.mp3,Stressed,,2023-03-05T16:09:53.1Z
2023-bahrain-r-NOR-161646,2023-bahrain-r,NOR,43,2023-bahrain-r-NOR-161646.mp3,Tired,,2023-03-05T16:17:07.217Z
2023-bahrain-r-SAI-161631,2023-bahrain-r,SAI,44,2023-bahrain-r-SAI-161631.mp3,Stressed,,2023-03-05T16:17:07.217Z
2023-bahrain-r-DEV-161647,2023-bahrain-r,DEV,44,2023-bahrain-r-DEV-161647.mp3,Stressed,,2023-03-05T16:17:07.217Z
2023-bahrain-r-PER-161725,2023-bahrain-r,PER,45,2023-bahrain-r-PER-161725.mp3,Calm,,2023-03-05T16:17:40.029Z
2023-bahrain-r-HUL-161807,2023-bahrain-r,HUL,45,2023-bahrain-r-HUL-161807.mp3,Calm,,2023-03-05T16:18:47.497Z
2023-bahrain-r-BOT-162018,2023-bahrain-r,BOT,46,2023-bahrain-r-BOT-162018.mp3,Calm,,2023-03-05T16:20:27.776Z
2023-bahrain-r-ALO-162303,2023-bahrain-r,ALO,48,2023-bahrain-r-ALO-162303.mp3,Calm,,2023-03-05T16:23:14.477Z
2023-bahrain-r-ALO-162511,2023-bahrain-r,ALO,50,2023-bahrain-r-ALO-162511.mp3,Stressed,,2023-03-05T16:26:01.004Z
2023-bahrain-r-ALO-162918,2023-bahrain-r,ALO,52,2023-bahrain-r-ALO-162918.mp3,Calm,,2023-03-05T16:29:54.906Z
2023-bahrain-r-STR-163228,2023-bahrain-r,STR,54,2023-bahrain-r-STR-163228.mp3,Calm,,2023-03-05T16:32:41.778Z
2023-bahrain-r-NOR-163402,2023-bahrain-r,NOR,54,2023-bahrain-r-NOR-163402.mp3,Calm,,2023-03-05T16:34:22.308Z
